triprequest_origin_location_lon,triprequest_origin_location_lat,triprequest_destination_location_lon,triprequest_destination_location_lat,triprequest_requesttime
-96.69342281,43.5638436,-96.71131617,43.52959125,1735
-96.78013678,43.54394065,-96.71118508,43.5153335,1736
-96.71131617,43.52959125,-96.71118508,43.5153335,1772
-96.74716843,43.56365362,-96.73156909,43.56403357,1813
-96.73124137,43.54859634,-96.71138171,43.56232379,1830
-96.75090441,43.51485818,-96.75103549,43.52930613,1933
-96.79337655,43.49070718,-96.71164389,43.58758553,1952
-96.74920028,43.50316422,-96.77430341,43.5729616,2046
-96.73143801,43.54527088,-96.77041974,43.61282792,2089
-96.74716843,43.56365362,-96.74920028,43.50316422,2166
-96.69342281,43.5638436,-96.71118508,43.5153335,2182
-96.73124137,43.51485818,-96.73124137,43.54859634,2183
-96.77430341,43.5729616,-96.75090441,43.51485818,2282
-96.77430341,43.5729616,-96.71118508,43.5153335,2296
-96.71138171,43.54674361,-96.75090441,43.51485818,2348
-96.75103549,43.52930613,-96.71138171,43.54128009,2385
-96.73143801,43.54527088,-96.73124137,43.51485818,2396
-96.71138171,43.54128009,-96.74716843,43.56365362,2406
-96.74684071,43.54413068,-96.71125063,43.60581298,2423
-96.71118508,43.5153335,-96.69407825,43.54674361,2433
-96.79337655,43.49070718,-96.73124137,43.54859634,2448
-96.71131617,43.52959125,-96.71138171,43.54128009,2510
-96.71118508,43.5153335,-96.77041974,43.61282792,2543
-96.79337655,43.49070718,-96.69407825,43.54674361,2550
-96.7309792,43.51048509,-96.73150355,43.52940117,2551
-96.74716843,43.56365362,-96.73156909,43.56403357,2597
-96.71164389,43.58758553,-96.78013678,43.54394065,2652
-96.73124137,43.51485818,-96.71138171,43.56232379,2654
-96.75090441,43.51485818,-96.74684071,43.54413068,2655
-96.74920028,43.50316422,-96.73150355,43.52940117,2660
-96.69407825,43.54674361,-96.71164389,43.58758553,2701
-96.75103549,43.52930613,-96.73156909,43.56403357,2701
-96.77041974,43.61282792,-96.7309792,43.51048509,2709
-96.71138171,43.54128009,-96.73150355,43.52940117,2726
-96.74716843,43.56365362,-96.74920028,43.50316422,2749
-96.7309792,43.51048509,-96.77041974,43.61282792,2777
-96.73150355,43.52940117,-96.75103549,43.52930613,2865
-96.78013678,43.54394065,-96.73143801,43.54527088,2876
-96.79337655,43.49070718,-96.69342281,43.5638436,2890
-96.77430341,43.5729616,-96.71125063,43.60581298,2904
-96.75090441,43.51485818,-96.71138171,43.56232379,2939
-96.73150355,43.52940117,-96.73143801,43.54527088,3009
-96.73156909,43.56403357,-96.69407825,43.54674361,3049
-96.75090441,43.51485818,-96.71131617,43.52959125,3060
-96.73156909,43.56403357,-96.73124137,43.54859634,3065
-96.71118508,43.5153335,-96.69407825,43.54674361,3103
-96.73143801,43.54527088,-96.77041974,43.61282792,3111
-96.71131617,43.52959125,-96.73156909,43.56403357,3141
-96.77041974,43.61282792,-96.73156909,43.56403357,3211
-96.71138171,43.56232379,-96.75090441,43.51485818,3241
-96.79337655,43.49070718,-96.71138171,43.54128009,3243
-96.73156909,43.56403357,-96.71125063,43.60581298,3246
-96.77041974,43.61282792,-96.73150355,43.52940117,3278
-96.77430341,43.5729616,-96.75090441,43.51485818,3278
-96.73150355,43.52940117,-96.73124137,43.51485818,3287
-96.74920028,43.50316422,-96.7309792,43.51048509,3289
-96.71138171,43.54674361,-96.69407825,43.54674361,3289
-96.73150355,43.52940117,-96.74920028,43.50316422,3302
-96.69407825,43.54674361,-96.7309792,43.51048509,3308
-96.71164389,43.58758553,-96.71118508,43.5153335,3466
-96.74684071,43.54413068,-96.73150355,43.52940117,3564
-96.73156909,43.56403357,-96.73124137,43.54859634,3587
-96.74920028,43.50316422,-96.73150355,43.52940117,3588
-96.78013678,43.54394065,-96.69407825,43.54674361,3716
-96.77041974,43.61282792,-96.73156909,43.56403357,3717
-96.74716843,43.56365362,-96.74920028,43.50316422,3736
-96.75090441,43.51485818,-96.74920028,43.50316422,3748
-96.77430341,43.5729616,-96.73124137,43.51485818,3749
-96.71138171,43.56232379,-96.73124137,43.54859634,3767
-96.71118508,43.5153335,-96.77041974,43.61282792,3781
-96.71118508,43.5153335,-96.74920028,43.50316422,3791
-96.73124137,43.51485818,-96.73124137,43.54859634,3800
-96.74716843,43.56365362,-96.75103549,43.52930613,3847
-96.71138171,43.56232379,-96.7309792,43.51048509,3863
-96.73150355,43.52940117,-96.75103549,43.52930613,3884
-96.74920028,43.50316422,-96.73143801,43.54527088,3885
-96.69407825,43.54674361,-96.77041974,43.61282792,3929
-96.79337655,43.49070718,-96.74716843,43.56365362,3930
-96.71125063,43.60581298,-96.74684071,43.54413068,3931
-96.77430341,43.5729616,-96.71131617,43.52959125,4026
-96.69342281,43.5638436,-96.73124137,43.51485818,4062
-96.71131617,43.52959125,-96.73150355,43.52940117,4093
-96.79337655,43.49070718,-96.71164389,43.58758553,4108
-96.71138171,43.54674361,-96.74684071,43.54413068,4112
-96.75103549,43.52930613,-96.69407825,43.54674361,4116
-96.71138171,43.54128009,-96.71131617,43.52959125,4170
-96.75090441,43.51485818,-96.73124137,43.54859634,4258
-96.73156909,43.56403357,-96.7309792,43.51048509,4276
-96.69407825,43.54674361,-96.74920028,43.50316422,4308
-96.73156909,43.56403357,-96.71138171,43.56232379,4354
-96.77041974,43.61282792,-96.69342281,43.5638436,4358
-96.79337655,43.49070718,-96.74716843,43.56365362,4406
-96.79337655,43.49070718,-96.71138171,43.56232379,4408
-96.69407825,43.54674361,-96.74920028,43.50316422,4498
-96.71138171,43.54128009,-96.71131617,43.52959125,4506
-96.71164389,43.58758553,-96.71125063,43.60581298,4548
-96.69407825,43.54674361,-96.73124137,43.54859634,4586
-96.73150355,43.52940117,-96.77041974,43.61282792,4620
-96.75103549,43.52930613,-96.73124137,43.54859634,4668
-96.75090441,43.51485818,-96.73150355,43.52940117,4707
-96.74716843,43.56365362,-96.74920028,43.50316422,4708
-96.74716843,43.56365362,-96.75103549,43.52930613,4745
-96.75090441,43.51485818,-96.79337655,43.49070718,4820
-96.74716843,43.56365362,-96.71131617,43.52959125,4841
-96.74716843,43.56365362,-96.69407825,43.54674361,4868
-96.71118508,43.5153335,-96.79337655,43.49070718,4874
-96.78013678,43.54394065,-96.75103549,43.52930613,4895
-96.74684071,43.54413068,-96.71138171,43.54128009,4939
-96.71138171,43.54128009,-96.69342281,43.5638436,5028
-96.77430341,43.5729616,-96.75090441,43.51485818,5042
-96.71164389,43.58758553,-96.73124137,43.54859634,5051
-96.71138171,43.54674361,-96.74920028,43.50316422,5057
-96.71138171,43.56232379,-96.71131617,43.52959125,5062
-96.73150355,43.52940117,-96.69342281,43.5638436,5095
-96.74716843,43.56365362,-96.73124137,43.54859634,5097
-96.73124137,43.51485818,-96.71118508,43.5153335,5151
-96.75103549,43.52930613,-96.73143801,43.54527088,5156
-96.7309792,43.51048509,-96.73150355,43.52940117,5156
-96.71138171,43.56232379,-96.73156909,43.56403357,5169
-96.71125063,43.60581298,-96.7309792,43.51048509,5218
-96.71138171,43.54128009,-96.71118508,43.5153335,5227
-96.74920028,43.50316422,-96.73150355,43.52940117,5282
-96.73156909,43.56403357,-96.73124137,43.54859634,5345
-96.71164389,43.58758553,-96.75090441,43.51485818,5354
-96.79337655,43.49070718,-96.71164389,43.58758553,5355
-96.77430341,43.5729616,-96.71164389,43.58758553,5362
-96.73156909,43.56403357,-96.71138171,43.56232379,5367
-96.71138171,43.54128009,-96.75090441,43.51485818,5368
-96.78013678,43.54394065,-96.71138171,43.54674361,5438
-96.73143801,43.54527088,-96.71164389,43.58758553,5450
-96.77430341,43.5729616,-96.73124137,43.51485818,5471
-96.71164389,43.58758553,-96.69407825,43.54674361,5485
-96.73156909,43.56403357,-96.69407825,43.54674361,5492
-96.74920028,43.50316422,-96.71138171,43.54128009,5507
-96.71138171,43.56232379,-96.74920028,43.50316422,5560
-96.74684071,43.54413068,-96.71164389,43.58758553,5591
-96.74920028,43.50316422,-96.75103549,43.52930613,5642
-96.74716843,43.56365362,-96.73143801,43.54527088,5654
-96.75103549,43.52930613,-96.71125063,43.60581298,5671
-96.73150355,43.52940117,-96.77430341,43.5729616,5677
-96.71138171,43.56232379,-96.73150355,43.52940117,5696
-96.78013678,43.54394065,-96.69342281,43.5638436,5701
-96.78013678,43.54394065,-96.7309792,43.51048509,5703
-96.74684071,43.54413068,-96.71138171,43.56232379,5717
-96.71138171,43.54674361,-96.71131617,43.52959125,5718
-96.69342281,43.5638436,-96.7309792,43.51048509,5722
-96.75090441,43.51485818,-96.77041974,43.61282792,5838
-96.77430341,43.5729616,-96.74716843,43.56365362,5856
-96.7309792,43.51048509,-96.71131617,43.52959125,5913
-96.71164389,43.58758553,-96.69342281,43.5638436,5920
-96.74684071,43.54413068,-96.71164389,43.58758553,5926
-96.73124137,43.51485818,-96.77041974,43.61282792,5971
-96.71138171,43.54128009,-96.74920028,43.50316422,5991
-96.7309792,43.51048509,-96.71131617,43.52959125,6049
-96.73124137,43.51485818,-96.74684071,43.54413068,6094
-96.77430341,43.5729616,-96.71138171,43.54128009,6113
-96.74684071,43.54413068,-96.71138171,43.56232379,6138
-96.71138171,43.54128009,-96.71125063,43.60581298,6201
-96.71138171,43.56232379,-96.74684071,43.54413068,6224
-96.75103549,43.52930613,-96.78013678,43.54394065,6258
-96.75090441,43.51485818,-96.75103549,43.52930613,6263
-96.71164389,43.58758553,-96.71125063,43.60581298,6282
-96.71118508,43.5153335,-96.77041974,43.61282792,6283
-96.74920028,43.50316422,-96.77041974,43.61282792,6284
-96.69342281,43.5638436,-96.77041974,43.61282792,6291
-96.74920028,43.50316422,-96.7309792,43.51048509,6341
-96.78013678,43.54394065,-96.69407825,43.54674361,6364
-96.75103549,43.52930613,-96.74684071,43.54413068,6411
-96.71118508,43.5153335,-96.77041974,43.61282792,6425
-96.79337655,43.49070718,-96.73124137,43.54859634,6425
-96.73124137,43.51485818,-96.71138171,43.54128009,6454
-96.71118508,43.5153335,-96.7309792,43.51048509,6461
-96.71118508,43.5153335,-96.71125063,43.60581298,6505
-96.75090441,43.51485818,-96.73124137,43.54859634,6506
-96.73124137,43.54859634,-96.77430341,43.5729616,6524
-96.71138171,43.56232379,-96.74684071,43.54413068,6603
-96.75103549,43.52930613,-96.74920028,43.50316422,6619
-96.71138171,43.56232379,-96.79337655,43.49070718,6636
-96.71118508,43.5153335,-96.74716843,43.56365362,6665
-96.73156909,43.56403357,-96.77041974,43.61282792,6722
-96.73150355,43.52940117,-96.73143801,43.54527088,6779
-96.73124137,43.54859634,-96.77430341,43.5729616,6796
-96.79337655,43.49070718,-96.71164389,43.58758553,6798
-96.71125063,43.60581298,-96.71138171,43.54128009,6815
-96.75090441,43.51485818,-96.71138171,43.56232379,6891
-96.73150355,43.52940117,-96.73143801,43.54527088,6894
-96.74684071,43.54413068,-96.69342281,43.5638436,6929
-96.73124137,43.54859634,-96.7309792,43.51048509,6974
-96.74716843,43.56365362,-96.75090441,43.51485818,7005
-96.71131617,43.52959125,-96.77041974,43.61282792,7011
-96.71138171,43.54674361,-96.74716843,43.56365362,7030
-96.71138171,43.54128009,-96.78013678,43.54394065,7091
-96.74920028,43.50316422,-96.71118508,43.5153335,7104
-96.71131617,43.52959125,-96.71138171,43.54128009,7106
-96.79337655,43.49070718,-96.71131617,43.52959125,7108
-96.73150355,43.52940117,-96.71138171,43.56232379,7120
-96.77430341,43.5729616,-96.74716843,43.56365362,7122
-96.71138171,43.54674361,-96.71118508,43.5153335,7124
-96.75103549,43.52930613,-96.74716843,43.56365362,7140
-96.79337655,43.49070718,-96.73143801,43.54527088,7144
-96.73156909,43.56403357,-96.7309792,43.51048509,7160
-96.78013678,43.54394065,-96.79337655,43.49070718,7226
-96.74684071,43.54413068,-96.73143801,43.54527088,7240
-96.71131617,43.52959125,-96.69407825,43.54674361,7261
-96.7309792,43.51048509,-96.78013678,43.54394065,7271
-96.73124137,43.51485818,-96.73124137,43.54859634,7300
-96.77430341,43.5729616,-96.71131617,43.52959125,7302
-96.73150355,43.52940117,-96.73143801,43.54527088,7311
-96.74684071,43.54413068,-96.71138171,43.54128009,7319
-96.74920028,43.50316422,-96.71118508,43.5153335,7346
-96.7309792,43.51048509,-96.71138171,43.54674361,7350
-96.74920028,43.50316422,-96.78013678,43.54394065,7416
-96.73124137,43.51485818,-96.7309792,43.51048509,7419
-96.71138171,43.54128009,-96.79337655,43.49070718,7422
-96.73150355,43.52940117,-96.71138171,43.54128009,7430
-96.71138171,43.54674361,-96.77041974,43.61282792,7481
-96.71131617,43.52959125,-96.71164389,43.58758553,7556
-96.79337655,43.49070718,-96.71125063,43.60581298,7571
-96.79337655,43.49070718,-96.74716843,43.56365362,7589
-96.75103549,43.52930613,-96.77041974,43.61282792,7593
-96.73124137,43.51485818,-96.71131617,43.52959125,7630
-96.71118508,43.5153335,-96.71138171,43.54128009,7655
-96.71164389,43.58758553,-96.78013678,43.54394065,7666
-96.73124137,43.51485818,-96.73124137,43.54859634,7676
-96.74716843,43.56365362,-96.71125063,43.60581298,7692
-96.73156909,43.56403357,-96.78013678,43.54394065,7739
-96.71125063,43.60581298,-96.71118508,43.5153335,7742
-96.73156909,43.56403357,-96.77430341,43.5729616,7807
-96.77430341,43.5729616,-96.71138171,43.56232379,7813
-96.71138171,43.54674361,-96.71118508,43.5153335,7912
-96.73150355,43.52940117,-96.69407825,43.54674361,7912
-96.73156909,43.56403357,-96.78013678,43.54394065,7948
-96.73156909,43.56403357,-96.74716843,43.56365362,7952
-96.71138171,43.54128009,-96.74716843,43.56365362,7978
-96.78013678,43.54394065,-96.69342281,43.5638436,7981
-96.7309792,43.51048509,-96.71164389,43.58758553,7994
-96.75103549,43.52930613,-96.71164389,43.58758553,8008
-96.71138171,43.56232379,-96.73143801,43.54527088,8015
-96.71138171,43.54128009,-96.71131617,43.52959125,8043
-96.74716843,43.56365362,-96.7309792,43.51048509,8054
-96.71164389,43.58758553,-96.71138171,43.54128009,8140
-96.77430341,43.5729616,-96.74716843,43.56365362,8220
-96.71138171,43.54674361,-96.7309792,43.51048509,8261
-96.73150355,43.52940117,-96.7309792,43.51048509,8343
-96.74716843,43.56365362,-96.73143801,43.54527088,8354
-96.75090441,43.51485818,-96.71131617,43.52959125,8433
-96.73124137,43.51485818,-96.78013678,43.54394065,8482
-96.71138171,43.54674361,-96.71131617,43.52959125,8583
-96.73150355,43.52940117,-96.73143801,43.54527088,8632
-96.71138171,43.54128009,-96.73143801,43.54527088,8651
-96.7309792,43.51048509,-96.71164389,43.58758553,8720
-96.73124137,43.54859634,-96.71164389,43.58758553,8747
-96.74684071,43.54413068,-96.75090441,43.51485818,8751
-96.69342281,43.5638436,-96.73150355,43.52940117,8763
-96.71118508,43.5153335,-96.71125063,43.60581298,8797
-96.69342281,43.5638436,-96.75090441,43.51485818,8861
-96.78013678,43.54394065,-96.71131617,43.52959125,8871
-96.71131617,43.52959125,-96.77041974,43.61282792,8950
-96.71125063,43.60581298,-96.74684071,43.54413068,8994
-96.73150355,43.52940117,-96.71164389,43.58758553,8998
-96.74920028,43.50316422,-96.73124137,43.51485818,8998
-96.69407825,43.54674361,-96.74684071,43.54413068,9000
-96.73156909,43.56403357,-96.79337655,43.49070718,9003
-96.78013678,43.54394065,-96.77041974,43.61282792,9018
-96.69407825,43.54674361,-96.74684071,43.54413068,9053
-96.71138171,43.54128009,-96.69342281,43.5638436,9079
-96.75090441,43.51485818,-96.71138171,43.56232379,9086
-96.74716843,43.56365362,-96.69407825,43.54674361,9087
-96.71131617,43.52959125,-96.71118508,43.5153335,9095
-96.78013678,43.54394065,-96.73150355,43.52940117,9141
-96.71138171,43.54128009,-96.77041974,43.61282792,9157
-96.74716843,43.56365362,-96.74920028,43.50316422,9260
-96.69407825,43.54674361,-96.77430341,43.5729616,9272
-96.74920028,43.50316422,-96.77041974,43.61282792,9305
-96.73156909,43.56403357,-96.71138171,43.56232379,9315
-96.69342281,43.5638436,-96.71125063,43.60581298,9335
-96.7309792,43.51048509,-96.74716843,43.56365362,9353
-96.7309792,43.51048509,-96.73124137,43.54859634,9356
-96.78013678,43.54394065,-96.73156909,43.56403357,9377
-96.71138171,43.56232379,-96.75090441,43.51485818,9386
-96.71138171,43.56232379,-96.79337655,43.49070718,9419
-96.78013678,43.54394065,-96.73143801,43.54527088,9504
-96.77430341,43.5729616,-96.69342281,43.5638436,9545
-96.71164389,43.58758553,-96.71131617,43.52959125,9584
-96.79337655,43.49070718,-96.73156909,43.56403357,9602
-96.74920028,43.50316422,-96.71138171,43.54128009,9604
-96.73124137,43.54859634,-96.73124137,43.51485818,9631
-96.73143801,43.54527088,-96.73150355,43.52940117,9642
-96.74716843,43.56365362,-96.77430341,43.5729616,9667
-96.75090441,43.51485818,-96.77041974,43.61282792,9675
-96.71118508,43.5153335,-96.74684071,43.54413068,9692
-96.71138171,43.56232379,-96.73143801,43.54527088,9693
-96.71118508,43.5153335,-96.71138171,43.56232379,9699
-96.73124137,43.51485818,-96.73156909,43.56403357,9718
-96.71138171,43.56232379,-96.78013678,43.54394065,9808
-96.69407825,43.54674361,-96.77041974,43.61282792,9886
-96.71131617,43.52959125,-96.74716843,43.56365362,9893
-96.74920028,43.50316422,-96.79337655,43.49070718,9906
-96.78013678,43.54394065,-96.73143801,43.54527088,9935
-96.71138171,43.54674361,-96.78013678,43.54394065,10002
-96.73124137,43.51485818,-96.73156909,43.56403357,10011
-96.77041974,43.61282792,-96.73143801,43.54527088,10034
-96.77430341,43.5729616,-96.71164389,43.58758553,10035
-96.75090441,43.51485818,-96.71164389,43.58758553,10075
-96.77041974,43.61282792,-96.73150355,43.52940117,10082
-96.7309792,43.51048509,-96.74716843,43.56365362,10094
-96.73150355,43.52940117,-96.74716843,43.56365362,10132
-96.73124137,43.51485818,-96.71164389,43.58758553,10134
-96.7309792,43.51048509,-96.71138171,43.56232379,10147
-96.74684071,43.54413068,-96.69407825,43.54674361,10158
-96.69342281,43.5638436,-96.77430341,43.5729616,10168
-96.71131617,43.52959125,-96.74716843,43.56365362,10178
-96.71118508,43.5153335,-96.7309792,43.51048509,10199
-96.71131617,43.52959125,-96.7309792,43.51048509,10279
-96.69342281,43.5638436,-96.71138171,43.54674361,10334
-96.73124137,43.54859634,-96.75103549,43.52930613,10387
-96.71164389,43.58758553,-96.74920028,43.50316422,10403
-96.71138171,43.54128009,-96.71164389,43.58758553,10422
-96.78013678,43.54394065,-96.7309792,43.51048509,10470
-96.77041974,43.61282792,-96.73150355,43.52940117,10470
-96.74684071,43.54413068,-96.78013678,43.54394065,10471
-96.71131617,43.52959125,-96.74716843,43.56365362,10476
-96.71164389,43.58758553,-96.74920028,43.50316422,10517
-96.7309792,43.51048509,-96.74684071,43.54413068,10522
-96.75090441,43.51485818,-96.7309792,43.51048509,10587
-96.74716843,43.56365362,-96.77041974,43.61282792,10608
-96.78013678,43.54394065,-96.71118508,43.5153335,10762
-96.74920028,43.50316422,-96.73150355,43.52940117,10776
-96.78013678,43.54394065,-96.69407825,43.54674361,10779
-96.71118508,43.5153335,-96.73124137,43.51485818,10793
-96.79337655,43.49070718,-96.75103549,43.52930613,10887
-96.77041974,43.61282792,-96.69342281,43.5638436,11007
-96.74920028,43.50316422,-96.73156909,43.56403357,11013
-96.77430341,43.5729616,-96.75090441,43.51485818,11016
-96.78013678,43.54394065,-96.71125063,43.60581298,11020
-96.73124137,43.54859634,-96.73150355,43.52940117,11068
-96.71138171,43.54674361,-96.74684071,43.54413068,11087
-96.75103549,43.52930613,-96.71138171,43.56232379,11103
-96.7309792,43.51048509,-96.73124137,43.51485818,11164
-96.73143801,43.54527088,-96.73150355,43.52940117,11182
-96.74920028,43.50316422,-96.7309792,43.51048509,11185
-96.69407825,43.54674361,-96.73150355,43.52940117,11202
-96.69407825,43.54674361,-96.77430341,43.5729616,11220
-96.7309792,43.51048509,-96.75103549,43.52930613,11277
-96.75103549,43.52930613,-96.78013678,43.54394065,11294
-96.71118508,43.5153335,-96.71138171,43.56232379,11333
-96.73150355,43.52940117,-96.74716843,43.56365362,11334
-96.74684071,43.54413068,-96.71131617,43.52959125,11340
-96.69407825,43.54674361,-96.73156909,43.56403357,11372
-96.71138171,43.54128009,-96.69407825,43.54674361,11379
-96.71118508,43.5153335,-96.74684071,43.54413068,11440
-96.71138171,43.56232379,-96.74684071,43.54413068,11449
-96.73150355,43.52940117,-96.71164389,43.58758553,11492
-96.71118508,43.5153335,-96.74716843,43.56365362,11497
-96.75090441,43.51485818,-96.73150355,43.52940117,11508
-96.73156909,43.56403357,-96.71125063,43.60581298,11518
-96.77041974,43.61282792,-96.73156909,43.56403357,11538
-96.73124137,43.54859634,-96.71164389,43.58758553,11588
-96.73156909,43.56403357,-96.71118508,43.5153335,11631
-96.73124137,43.54859634,-96.73124137,43.51485818,11759
-96.71131617,43.52959125,-96.69407825,43.54674361,11762
-96.77430341,43.5729616,-96.69342281,43.5638436,11794
-96.74716843,43.56365362,-96.77430341,43.5729616,11817
-96.75103549,43.52930613,-96.7309792,43.51048509,11920
-96.73124137,43.51485818,-96.77041974,43.61282792,11932
-96.71164389,43.58758553,-96.73150355,43.52940117,11944
-96.69407825,43.54674361,-96.77430341,43.5729616,11975
-96.71118508,43.5153335,-96.73156909,43.56403357,11977
-96.71131617,43.52959125,-96.77041974,43.61282792,11985
-96.71138171,43.54128009,-96.71164389,43.58758553,11989
-96.73156909,43.56403357,-96.79337655,43.49070718,12012
-96.71125063,43.60581298,-96.75090441,43.51485818,12025
-96.73150355,43.52940117,-96.75090441,43.51485818,12027
-96.71138171,43.54674361,-96.74716843,43.56365362,12047
-96.74716843,43.56365362,-96.71118508,43.5153335,12051
-96.73156909,43.56403357,-96.7309792,43.51048509,12093
-96.71138171,43.54128009,-96.71131617,43.52959125,12094
-96.73143801,43.54527088,-96.74920028,43.50316422,12096
-96.71118508,43.5153335,-96.74716843,43.56365362,12104
-96.73124137,43.51485818,-96.73150355,43.52940117,12116
-96.74920028,43.50316422,-96.69342281,43.5638436,12307
-96.74684071,43.54413068,-96.79337655,43.49070718,12311
-96.74920028,43.50316422,-96.71138171,43.54128009,12321
-96.75090441,43.51485818,-96.73143801,43.54527088,12372
-96.73124137,43.51485818,-96.77430341,43.5729616,12374
-96.69407825,43.54674361,-96.73156909,43.56403357,12423
-96.71138171,43.54128009,-96.74716843,43.56365362,12450
-96.71125063,43.60581298,-96.73143801,43.54527088,12465
-96.69342281,43.5638436,-96.74684071,43.54413068,12485
-96.69407825,43.54674361,-96.77041974,43.61282792,12512
-96.73124137,43.54859634,-96.75103549,43.52930613,12547
-96.75090441,43.51485818,-96.77041974,43.61282792,12582
-96.71138171,43.56232379,-96.71131617,43.52959125,12594
-96.7309792,43.51048509,-96.75103549,43.52930613,12632
-96.73124137,43.51485818,-96.74920028,43.50316422,12635
-96.69407825,43.54674361,-96.71138171,43.56232379,12657
-96.71164389,43.58758553,-96.71118508,43.5153335,12724
-96.71138171,43.54674361,-96.73124137,43.54859634,12765
-96.71131617,43.52959125,-96.73150355,43.52940117,12778
-96.74684071,43.54413068,-96.71164389,43.58758553,12834
-96.73124137,43.51485818,-96.69342281,43.5638436,12837
-96.73124137,43.51485818,-96.74920028,43.50316422,12914
-96.73124137,43.51485818,-96.78013678,43.54394065,12940
-96.71164389,43.58758553,-96.73143801,43.54527088,12941
-96.69342281,43.5638436,-96.73124137,43.51485818,12991
-96.71118508,43.5153335,-96.79337655,43.49070718,12995
-96.73124137,43.51485818,-96.71138171,43.56232379,13051
-96.71131617,43.52959125,-96.71118508,43.5153335,13125
-96.74716843,43.56365362,-96.73124137,43.51485818,13160
-96.78013678,43.54394065,-96.71131617,43.52959125,13164
-96.71125063,43.60581298,-96.73124137,43.51485818,13164
-96.74716843,43.56365362,-96.74684071,43.54413068,13166
-96.7309792,43.51048509,-96.73156909,43.56403357,13183
-96.73124137,43.54859634,-96.77041974,43.61282792,13184
-96.73156909,43.56403357,-96.79337655,43.49070718,13234
-96.69407825,43.54674361,-96.77041974,43.61282792,13252
-96.73143801,43.54527088,-96.77041974,43.61282792,13307
-96.71138171,43.54128009,-96.71138171,43.54674361,13310
-96.71164389,43.58758553,-96.71138171,43.54128009,13346
-96.75103549,43.52930613,-96.71138171,43.56232379,13351
